Date,Transaction ID,Number,Description,Notes,Commodity/Currency,Void Reason,Action,Memo,Full Account Name,Account Name,Amount With Sym,Amount Num.,Reconcile,Reconcile Date,Rate/Price,Month
09/09/2019,cd7166d6667e4507bac5a8befe4277f6,,LNK COTSWOLD STORE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£30.00,-30,c,,1,2019-09
09/09/2019,cd7166d6667e4507bac5a8befe4277f6,,LNK COTSWOLD STORE,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£30.00,30,n,,1,2019-09
09/09/2019,e26988be26c64e50b9a03495f5270b30,,LOYD 130 HIGH STRE: Money from Grandma Thomson?,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,"£1,000.00",1000,c,,1,2019-09
09/09/2019,e26988be26c64e50b9a03495f5270b30,,LOYD 130 HIGH STRE: Money from Grandma Thomson?,,,,,,Income:Other Income:Gifts Received,Gifts Received,"-£1,000.00",-1000,n,,1,2019-09
09/09/2019,8fe9ca6cd4534605965c4a627c2326f3,,ROYAL CRESCENT BAK,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.50,-3.5,c,,1,2019-09
09/09/2019,8fe9ca6cd4534605965c4a627c2326f3,,ROYAL CRESCENT BAK,,,,,,Expenses:Monthly Expenses:Food,Food,£3.50,3.5,n,,1,2019-09
10/09/2019,4581afd994e34afb98026c7fd0bb75c4,,PARCEL2GO_UK: Unknown,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£37.82,-37.82,c,,1,2019-09
10/09/2019,4581afd994e34afb98026c7fd0bb75c4,,PARCEL2GO_UK: Unknown,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£37.82,37.82,n,,1,2019-09
10/09/2019,6cd0d3df438242cb99527526eca25ada,,CO-OPERATIVE FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.14,-5.14,c,,1,2019-09
10/09/2019,6cd0d3df438242cb99527526eca25ada,,CO-OPERATIVE FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£5.14,5.14,n,,1,2019-09
10/09/2019,65d4a797aa3742b79b0468056cd3f9dd,,FEAST FARE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£1.40,-1.4,c,,1,2019-09
10/09/2019,65d4a797aa3742b79b0468056cd3f9dd,,FEAST FARE,,,,,,Expenses:Monthly Expenses:Food,Food,£1.40,1.4,n,,1,2019-09
11/09/2019,b3ff4fde6f384ea8866d7e52900b1b7b,,NISA LOCAL,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.64,-7.64,c,,1,2019-09
11/09/2019,b3ff4fde6f384ea8866d7e52900b1b7b,,NISA LOCAL,,,,,,Expenses:Monthly Expenses:Food,Food,£7.64,7.64,n,,1,2019-09
11/09/2019,1707fdf635584db78a6865879e4438b4,,THE POST OFFICE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£1.35,-1.35,c,,1,2019-09
11/09/2019,1707fdf635584db78a6865879e4438b4,,THE POST OFFICE,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£1.35,1.35,n,,1,2019-09
11/09/2019,8644a3eb58904df4ac117e29a7a6839d,,WWW.JOHNLEWIS.COM: Toaster and food mixer,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£64.89,-64.89,c,,1,2019-09
11/09/2019,8644a3eb58904df4ac117e29a7a6839d,,WWW.JOHNLEWIS.COM: Toaster and food mixer,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£64.89,64.89,n,,1,2019-09
12/09/2019,d0a5ac5d6b0046ef9e0714c31d8e69aa,,AMZNMktplace,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£16.62,-16.62,c,,1,2019-09
12/09/2019,d0a5ac5d6b0046ef9e0714c31d8e69aa,,AMZNMktplace,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£16.62,16.62,n,,1,2019-09
13/09/2019,e808cda8cfba4220a4ac9c8601fba8f2,,CO-OPERATIVE FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.78,-5.78,c,,1,2019-09
13/09/2019,e808cda8cfba4220a4ac9c8601fba8f2,,CO-OPERATIVE FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£5.78,5.78,n,,1,2019-09
13/09/2019,c8a0b29223a342a4820619b1452fa485,,DISCCYCLE/LEISUREO: Refund for Gazebo,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£217.10,217.1,c,,1,2019-09
13/09/2019,c8a0b29223a342a4820619b1452fa485,,DISCCYCLE/LEISUREO: Refund for Gazebo,,,,,,Expenses:Other Expenses:DEBT_Closed,DEBT_Closed,-£217.10,-217.1,n,,1,2019-09
13/09/2019,b041a78fabd6422db379db1700b34172,,Photobox Limited: Photos for house,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£4.49,-4.49,c,,1,2019-09
13/09/2019,b041a78fabd6422db379db1700b34172,,Photobox Limited: Photos for house,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£4.49,4.49,n,,1,2019-09
13/09/2019,16f08792e7cc4257a67076dd8bfbd5f1,,SAINSBURY S/MKTS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.60,-7.6,c,,1,2019-09
13/09/2019,16f08792e7cc4257a67076dd8bfbd5f1,,SAINSBURY S/MKTS,,,,,,Expenses:Monthly Expenses:Food,Food,£7.60,7.6,n,,1,2019-09
13/09/2019,74fc1cb8670844e98d84be2569dc97cf,,SPECTRUM MEDICAL L,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,"£2,708.68",2708.68,c,,1,2019-09
13/09/2019,74fc1cb8670844e98d84be2569dc97cf,,SPECTRUM MEDICAL L,,,,,,Income:Monthly Income:Rich Salary,Rich Salary,"-£2,708.68",-2708.68,n,,1,2019-09
16/09/2019,5ed404f646834b239fd7066b1195b3d0,,Amazon.co.uk*MA7Q0,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.00,-5,c,,1,2019-09
16/09/2019,5ed404f646834b239fd7066b1195b3d0,,Amazon.co.uk*MA7Q0,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£5.00,5,n,,1,2019-09
16/09/2019,904264660d934cb789637da34f357f26,,CBC CTX DD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£177.00,-177,c,,1,2019-09
16/09/2019,904264660d934cb789637da34f357f26,,CBC CTX DD,,,,,,Expenses:Monthly Expenses:Council Tax,Council Tax,£177.00,177,n,,1,2019-09
16/09/2019,fbfde07983e14a9eb3cf2db9b45361a7,,CO-OPERATIVE FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£2.00,-2,c,,1,2019-09
16/09/2019,fbfde07983e14a9eb3cf2db9b45361a7,,CO-OPERATIVE FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£2.00,2,n,,1,2019-09
16/09/2019,978663e19f9340edb2891af9f1631508,,SAINSBURY S/MKTS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.80,-7.8,c,,1,2019-09
16/09/2019,978663e19f9340edb2891af9f1631508,,SAINSBURY S/MKTS,,,,,,Expenses:Monthly Expenses:Food,Food,£7.80,7.8,n,,1,2019-09
16/09/2019,7bf5e68b564742bab368e64b56617314,,TESCO STORES 6654,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£21.45,-21.45,c,,1,2019-09
16/09/2019,7bf5e68b564742bab368e64b56617314,,TESCO STORES 6654,,,,,,Expenses:Monthly Expenses:Food,Food,£21.45,21.45,n,,1,2019-09
16/09/2019,e5f62a7f5d904d97b8982f1b969e2eb6,,CHELTENHAM BOROUGH,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.10,-3.1,c,,1,2019-09
16/09/2019,e5f62a7f5d904d97b8982f1b969e2eb6,,CHELTENHAM BOROUGH,,,,,,Expenses:Monthly Expenses:Council Tax,Council Tax,£3.10,3.1,n,,1,2019-09
16/09/2019,421fdbf9c7d54ab0ad6d97bd2ae91d7a,,IZ *MEADOW CAFE LI,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£1.20,-1.2,c,,1,2019-09
16/09/2019,421fdbf9c7d54ab0ad6d97bd2ae91d7a,,IZ *MEADOW CAFE LI,,,,,,Expenses:Monthly Expenses:Dining,Dining,£1.20,1.2,n,,1,2019-09
16/09/2019,6df814ad0b3e46c39a224c8d10ccc817,,IZ *MEADOW CAFE LI,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.00,-3,c,,1,2019-09
16/09/2019,6df814ad0b3e46c39a224c8d10ccc817,,IZ *MEADOW CAFE LI,,,,,,Expenses:Monthly Expenses:Dining,Dining,£3.00,3,n,,1,2019-09
16/09/2019,a2f8adb8db544be0883ebe3c30ac0002,,THE ROYAL,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£2.25,-2.25,c,,1,2019-09
16/09/2019,a2f8adb8db544be0883ebe3c30ac0002,,THE ROYAL,,,,,,Expenses:Monthly Expenses:Dining,Dining,£2.25,2.25,n,,1,2019-09
17/09/2019,ff419364598647529d6da9c067e9120b,,SAINSBURYS-OAKLEY,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£93.09,-93.09,c,,1,2019-09
17/09/2019,ff419364598647529d6da9c067e9120b,,SAINSBURYS-OAKLEY,,,,,,Expenses:Monthly Expenses:Food,Food,£93.09,93.09,n,,1,2019-09
17/09/2019,3f51fc4266ce4e9cb227734d957b9017,,WM MORRISONS STORE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£8.75,-8.75,c,,1,2019-09
17/09/2019,3f51fc4266ce4e9cb227734d957b9017,,WM MORRISONS STORE,,,,,,Expenses:Monthly Expenses:Food,Food,£8.75,8.75,n,,1,2019-09
17/09/2019,2495a9258ee24a5fa33653d79ef9d2f3,,MIPERMIT LTD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.10,-3.1,c,,1,2019-09
17/09/2019,2495a9258ee24a5fa33653d79ef9d2f3,,MIPERMIT LTD,,,,,,Expenses:Monthly Expenses:Parking,Parking,£3.10,3.1,n,,1,2019-09
18/09/2019,37b3006081224fcd8d63e9153b1e0437,,AMAZON.CO.UK*MA1AT,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£6.41,-6.41,c,,1,2019-09
18/09/2019,37b3006081224fcd8d63e9153b1e0437,,AMAZON.CO.UK*MA1AT,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£6.41,6.41,n,,1,2019-09
18/09/2019,1bf8817b6d1b4176b2d6dba7cd2387da,,Arvonia,,CURRENCY::GBP,,Payment,,Assets:Current Account:Monthly,Monthly,£644.00,644,c,,1,2019-09
18/09/2019,1bf8817b6d1b4176b2d6dba7cd2387da,,Arvonia,,,,Payment,,Bethan Invoiced,Bethan Invoiced,-£644.00,-644,n,,1,2019-09
19/09/2019,37105641882c46909e960005c9df92c4,,Amazon.co.uk*MA6KJ: Outdoor gazebo,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£166.93,-166.93,c,,1,2019-09
19/09/2019,37105641882c46909e960005c9df92c4,,Amazon.co.uk*MA6KJ: Outdoor gazebo,,,,,,Expenses:Annual Expenses:Consumer Annual,Consumer Annual,£166.93,166.93,n,,1,2019-09
19/09/2019,41787efaec304347aa9849ba26ccfffa,,CO-OPERATIVE FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£1.90,-1.9,c,,1,2019-09
19/09/2019,41787efaec304347aa9849ba26ccfffa,,CO-OPERATIVE FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£1.90,1.9,n,,1,2019-09
20/09/2019,d701edaddd8c47dd9dcf9a683a94bed8,,Amazon.co.uk*MA3FH: Roku streaming stick for shed projector,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£24.99,-24.99,c,,1,2019-09
20/09/2019,d701edaddd8c47dd9dcf9a683a94bed8,,Amazon.co.uk*MA3FH: Roku streaming stick for shed projector,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£24.99,24.99,n,,1,2019-09
20/09/2019,3c6a0c8baae04438a5d18ca5f0001475,,PARCEL2GO_UK: Unknown,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£20.04,-20.04,c,,1,2019-09
20/09/2019,3c6a0c8baae04438a5d18ca5f0001475,,PARCEL2GO_UK: Unknown,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£20.04,20.04,n,,1,2019-09
23/09/2019,e7130f18afab42f29066614ccea49fda,,HANNAH GRAY: photo contribution,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£55.00,55,c,,1,2019-09
23/09/2019,e7130f18afab42f29066614ccea49fda,,HANNAH GRAY: photo contribution,,,,,,Expenses:Other Expenses:DEBT_Closed,DEBT_Closed,-£55.00,-55,n,,1,2019-09
23/09/2019,ce4cc3be8ef0422bb6a9e5b944ae9ecc,,SAINSBURY S/MKTS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£21.04,-21.04,c,,1,2019-09
23/09/2019,ce4cc3be8ef0422bb6a9e5b944ae9ecc,,SAINSBURY S/MKTS,,,,,,Expenses:Monthly Expenses:Food,Food,£21.04,21.04,n,,1,2019-09
23/09/2019,8cd745f68acb4b84a8431c0d524b5c50,,WWW.BLINKSTUDIOS.C: Photos from Mum and Dad,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£200.00,-200,c,,1,2019-09
23/09/2019,8cd745f68acb4b84a8431c0d524b5c50,,WWW.BLINKSTUDIOS.C: Photos from Mum and Dad,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£55.00,55,n,,1,2019-09
23/09/2019,8cd745f68acb4b84a8431c0d524b5c50,,WWW.BLINKSTUDIOS.C: Photos from Mum and Dad,,,,,,Expenses:Other Expenses:DEBT_Closed,DEBT_Closed,£55.00,55,n,,1,2019-09
23/09/2019,8cd745f68acb4b84a8431c0d524b5c50,,WWW.BLINKSTUDIOS.C: Photos from Mum and Dad,,,,,,Expenses:Other Expenses:DEBT_Closed,DEBT_Closed,£90.00,90,n,,1,2019-09
23/09/2019,215f0c3efda949a7826de7a31c61e042,,COTSWOLDS COUNTRY: Unknown?,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.40,-7.4,c,,1,2019-09
23/09/2019,215f0c3efda949a7826de7a31c61e042,,COTSWOLDS COUNTRY: Unknown?,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£7.40,7.4,n,,1,2019-09
23/09/2019,ee942f5f7c734593ad1cc6981938368d,,COTSWOLDS COUNTRY: Unknown?,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£26.50,-26.5,c,,1,2019-09
23/09/2019,ee942f5f7c734593ad1cc6981938368d,,COTSWOLDS COUNTRY: Unknown?,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£26.50,26.5,n,,1,2019-09
23/09/2019,e4e89fb9edfd44b2af2bd39173f98677,,NATIONWIDE B S,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£734.22,-734.22,c,,1,2019-09
23/09/2019,e4e89fb9edfd44b2af2bd39173f98677,,NATIONWIDE B S,,,,,,Liabilities:Loans:Mortgage Loan,Mortgage Loan,£734.22,734.22,n,,1,2019-09
23/09/2019,0ba66a2090704cbe961a04130e4ebd2d,,O2,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£18.45,-18.45,c,,1,2019-09
23/09/2019,0ba66a2090704cbe961a04130e4ebd2d,,O2,,,,,,Expenses:Monthly Expenses:Phone and Internet,Phone and Internet,£18.45,18.45,n,,1,2019-09
23/09/2019,ca82c11057b34874a9f35df8684d65cd,,Photobox Limited: Photos for house,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£40.99,-40.99,c,,1,2019-09
23/09/2019,ca82c11057b34874a9f35df8684d65cd,,Photobox Limited: Photos for house,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£40.99,40.99,n,,1,2019-09
23/09/2019,7ff8c80dafe042a29668adf0e0c1bb3f,,WWW.COTSWORLDCOUNT: Beach cirencester,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.90,-10.9,c,,1,2019-09
23/09/2019,7ff8c80dafe042a29668adf0e0c1bb3f,,WWW.COTSWORLDCOUNT: Beach cirencester,,,,,,Expenses:Monthly Expenses:Leisure,Leisure,£10.90,10.9,n,,1,2019-09
23/09/2019,69fc3e4f3a874680a3e11f1121171920,,844006913851-CHB,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£137.60,137.6,c,,1,2019-09
23/09/2019,69fc3e4f3a874680a3e11f1121171920,,844006913851-CHB,,,,,,Income:Monthly Income:Child Benefit,Child Benefit,-£137.60,-137.6,n,,1,2019-09
23/09/2019,0d0197357f5f4c6b82921bb932613627,,CHARLTON KINGS INF,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£40.00,-40,c,,1,2019-09
23/09/2019,0d0197357f5f4c6b82921bb932613627,,CHARLTON KINGS INF,,,,,,Expenses:Monthly Expenses:Childcare,Childcare,£40.00,40,n,,1,2019-09
23/09/2019,9bcf05c781ab4297a6b6a9e3390dc402,,GIFFGAFF,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£6.00,-6,c,,1,2019-09
23/09/2019,9bcf05c781ab4297a6b6a9e3390dc402,,GIFFGAFF,,,,,,Expenses:Monthly Expenses:Phone and Internet,Phone and Internet,£6.00,6,n,,1,2019-09
23/09/2019,77c48ffe1b7c432c92958af1480ad40a,,ROYAL CRESCENT BAK,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£4.70,-4.7,c,,1,2019-09
23/09/2019,77c48ffe1b7c432c92958af1480ad40a,,ROYAL CRESCENT BAK,,,,,,Expenses:Monthly Expenses:Food,Food,£4.70,4.7,n,,1,2019-09
23/09/2019,429d7fad565048b19b693bcf1964154b,,SAINSBURY S/MKTS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.00,-5,c,,1,2019-09
23/09/2019,429d7fad565048b19b693bcf1964154b,,SAINSBURY S/MKTS,,,,,,Expenses:Monthly Expenses:Food,Food,£5.00,5,n,,1,2019-09
24/09/2019,8eb3bb7c6fa5437f9ee47de11d985678,,AMZ*Amazon.co.uk,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£4.75,4.75,c,,1,2019-09
24/09/2019,8eb3bb7c6fa5437f9ee47de11d985678,,AMZ*Amazon.co.uk,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,-£4.75,-4.75,n,,1,2019-09
24/09/2019,9f092d6534ba4258a2676a4e4898032d,,AMZ*Amazon.co.uk,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£60.00,60,c,,1,2019-09
24/09/2019,9f092d6534ba4258a2676a4e4898032d,,AMZ*Amazon.co.uk,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,-£60.00,-60,n,,1,2019-09
24/09/2019,992c454569e04ee1ab7a402fb98b3e12,,B & Q 1298,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£8.00,-8,c,,1,2019-09
24/09/2019,992c454569e04ee1ab7a402fb98b3e12,,B & Q 1298,,,,,,Expenses:Annual Expenses:House Maintainance,House Maintainance,£8.00,8,n,,1,2019-09
25/09/2019,1e05a2d0b51a4981bd30402bbc06aa8c,,GOOD ENERGY LTD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£108.00,-108,c,,1,2019-09
25/09/2019,1e05a2d0b51a4981bd30402bbc06aa8c,,GOOD ENERGY LTD,,,,,,Expenses:Monthly Expenses:Electric and Gas,Electric and Gas,£108.00,108,n,,1,2019-09
25/09/2019,1a2cce9975074ec3a0a65a01219e198b,,ROYAL LONDON,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£57.57,-57.57,c,,1,2019-09
25/09/2019,1a2cce9975074ec3a0a65a01219e198b,,ROYAL LONDON,,,,,,Expenses:Monthly Expenses:Life Insurance,Life Insurance,£57.57,57.57,n,,1,2019-09
25/09/2019,c79e54992e6a49fbbdf9173a6d7606f7,,SEVERN TRENT WATER,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£46.72,-46.72,c,,1,2019-09
25/09/2019,c79e54992e6a49fbbdf9173a6d7606f7,,SEVERN TRENT WATER,,,,,,Expenses:Monthly Expenses:Water,Water,£46.72,46.72,n,,1,2019-09
25/09/2019,068d42d8522b48f697cb8743021419ca,,ALED PATCHETT,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£2.00,-2,c,,1,2019-09
25/09/2019,068d42d8522b48f697cb8743021419ca,,ALED PATCHETT,,,,,,Expenses:Monthly Expenses:Music/Movies,Music/Movies,£2.00,2,n,,1,2019-09
25/09/2019,a6236b4772cb4ae3a7d3532838114eff,,ASDA PETROL 4415,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£60.23,-60.23,c,,1,2019-09
25/09/2019,a6236b4772cb4ae3a7d3532838114eff,,ASDA PETROL 4415,,,,,,Expenses:Monthly Expenses:Petrol,Petrol,£60.23,60.23,n,,1,2019-09
26/09/2019,7d857aaeeba34762a8650f099b6c8742,,LNK SAINSBURYS BAN,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.00,-10,c,,1,2019-09
26/09/2019,7d857aaeeba34762a8650f099b6c8742,,LNK SAINSBURYS BAN,,,,,,Expenses:Monthly Expenses:Food,Food,£10.00,10,n,,1,2019-09
26/09/2019,d4561c5dd77a400faf9d6bf00296e937,,LNK SAINSBURYS BAN,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£220.00,-220,c,,1,2019-09
26/09/2019,d4561c5dd77a400faf9d6bf00296e937,,LNK SAINSBURYS BAN,,,,,,Expenses:Monthly Expenses:Food,Food,£220.00,220,n,,1,2019-09
26/09/2019,3a4c4f7215fc440bb3056c8d2fbaf18b,,TESCO STORES 5363,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£12.18,-12.18,c,,1,2019-09
26/09/2019,3a4c4f7215fc440bb3056c8d2fbaf18b,,TESCO STORES 5363,,,,,,Expenses:Monthly Expenses:Food,Food,£12.18,12.18,n,,1,2019-09
27/09/2019,bd81c3652fa64ceca624b73298d13bff,,PNET2673298-1,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£34.98,-34.98,c,,1,2019-09
27/09/2019,bd81c3652fa64ceca624b73298d13bff,,PNET2673298-1,,,,,,Expenses:Monthly Expenses:Phone and Internet,Phone and Internet,£34.98,34.98,n,,1,2019-09
27/09/2019,88f58f546f37474483ca7479117597af,,SAINSBURY S/MKTS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.65,-3.65,c,,1,2019-09
27/09/2019,88f58f546f37474483ca7479117597af,,SAINSBURY S/MKTS,,,,,,Expenses:Monthly Expenses:Food,Food,£3.65,3.65,n,,1,2019-09
30/09/2019,94fedb0003484791a614f36e007edc2d,,GRAY DA & JM: Bethan Birthday Present,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£25.00,25,c,,1,2019-09
30/09/2019,94fedb0003484791a614f36e007edc2d,,GRAY DA & JM: Bethan Birthday Present,,,,,,Income:Other Income:Beth Account Income,Beth Account Income,-£25.00,-25,n,,1,2019-09
30/09/2019,e80c648a35714641a9656adb16bbe073,,GRAY DA & JM: Contributions to photos from Mum and Dad,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£90.00,90,c,,1,2019-09
30/09/2019,e80c648a35714641a9656adb16bbe073,,GRAY DA & JM: Contributions to photos from Mum and Dad,,,,,,Expenses:Other Expenses:DEBT_Closed,DEBT_Closed,-£90.00,-90,n,,1,2019-09
30/09/2019,93a0bc9305c34530ac67e59ea3f7f520,,WM MORRISONS STORE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£95.45,-95.45,c,,1,2019-09
30/09/2019,93a0bc9305c34530ac67e59ea3f7f520,,WM MORRISONS STORE,,,,,,Expenses:Monthly Expenses:Food,Food,£95.45,95.45,n,,1,2019-09
30/09/2019,f2481d14a6664a03a65b262b683f78ea,,BAKER & GRAZE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.50,-5.5,c,,1,2019-09
30/09/2019,f2481d14a6664a03a65b262b683f78ea,,BAKER & GRAZE,,,,,,Expenses:Monthly Expenses:Food,Food,£5.50,5.5,n,,1,2019-09
30/09/2019,6316235e96b24d2f8928b553cecc8fa3,,BOOTS 6507,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.49,-5.49,c,,1,2019-09
30/09/2019,6316235e96b24d2f8928b553cecc8fa3,,BOOTS 6507,,,,,,Expenses:Monthly Expenses:Consumer Monthly,Consumer Monthly,£5.49,5.49,n,,1,2019-09
30/09/2019,2dcab4a8e0e440c28741dd2459ca2302,,GOOGLE *Google,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.49,-3.49,c,,1,2019-09
30/09/2019,2dcab4a8e0e440c28741dd2459ca2302,,GOOGLE *Google,,,,,,Expenses:Monthly Expenses:Music/Movies,Music/Movies,£3.49,3.49,n,,1,2019-09
30/09/2019,39bbe2e327af4c94955a5f7bca01d5bb,,Moss Cheltenham: Shirts for Work,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£65.90,-65.9,c,,1,2019-09
30/09/2019,39bbe2e327af4c94955a5f7bca01d5bb,,Moss Cheltenham: Shirts for Work,,,,,,Expenses:Annual Expenses:Rich Work Costs,Rich Work Costs,£65.90,65.9,n,,1,2019-09
30/09/2019,7bd459051e324aa5a6ed1b365b00680a,,PW & CA JEFFRIES,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.78,-5.78,c,,1,2019-09
30/09/2019,7bd459051e324aa5a6ed1b365b00680a,,PW & CA JEFFRIES,,,,,,Expenses:Monthly Expenses:Food,Food,£5.78,5.78,n,,1,2019-09
30/09/2019,d57982d026e94d298f955ff6cb59aeaa,,W M MORRISON,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£8.51,-8.51,c,,1,2019-09
30/09/2019,d57982d026e94d298f955ff6cb59aeaa,,W M MORRISON,,,,,,Expenses:Monthly Expenses:Food,Food,£8.51,8.51,n,,1,2019-09
01/10/2019,c387dcdea44d430e8349fb07fe0ba0d8,,ACCOUNT FEE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£19.00,-19,c,,1,2019-10
01/10/2019,c387dcdea44d430e8349fb07fe0ba0d8,,ACCOUNT FEE,,,,,,Expenses:Monthly Expenses:Bank Service Charge,Bank Service Charge,£19.00,19,n,,1,2019-10
01/10/2019,36f7664920784d62ab5573495de9a7a8,,DUNDRY NURSERIES: Garlic,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£6.68,-6.68,c,,1,2019-10
