Date,Transaction ID,Number,Description,Notes,Commodity/Currency,Void Reason,Action,Memo,Full Account Name,Account Name,Amount With Sym,Amount Num.,Reconcile,Reconcile Date,Rate/Price,Month
10/11/2015,3ab935410bc14b8abe3e8d9a0840f4bd,,DEB Cineworld CHT CP CD 0916    Cineworld Spectre drinks: LEISURE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£4.15,-4.15,c,,1,2015-11
10/11/2015,3ab935410bc14b8abe3e8d9a0840f4bd,,DEB Cineworld CHT CP CD 0916    Cineworld Spectre drinks: LEISURE,,,,,,Expenses:Monthly Expenses:Leisure,Leisure,£4.15,4.15,n,,1,2015-11
11/11/2015,d17fa15fc7d24dcd9871799896eecd56,,DEB CHALLENGE MOTOR CO CD 0916    MOT. Service. Pivot bearings: CORSA_MAINTENANCE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£420.06,-420.06,c,,1,2015-11
11/11/2015,d17fa15fc7d24dcd9871799896eecd56,,DEB CHALLENGE MOTOR CO CD 0916    MOT. Service. Pivot bearings: CORSA_MAINTENANCE,,,,,,Expenses:Annual Expenses:Corsa Maintainance,Corsa Maintainance,£420.06,420.06,n,,1,2015-11
11/11/2015,41638ee60c5d444da68f63016a44d04d,,DEB CHELTENHAM COFFEE CD 4119    Unknown Coffee spend: LEISURE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.10,-5.1,c,,1,2015-11
11/11/2015,41638ee60c5d444da68f63016a44d04d,,DEB CHELTENHAM COFFEE CD 4119    Unknown Coffee spend: LEISURE,,,,,,Expenses:Monthly Expenses:Leisure,Leisure,£5.10,5.1,n,,1,2015-11
11/11/2015,2f443d64a79c48158741e76e6ddf0784,,DEB PAPARRITO'S LTD CD 0916    Spectre dinner out: LEISURE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£13.80,-13.8,c,,1,2015-11
11/11/2015,2f443d64a79c48158741e76e6ddf0784,,DEB PAPARRITO'S LTD CD 0916    Spectre dinner out: LEISURE,,,,,,Expenses:Monthly Expenses:Dining,Dining,£13.80,13.8,n,,1,2015-11
12/11/2015,bcc3beeb639d4e77b3c71a77490f3768,,FPI BAE SYSTEMS APPLIE 1001 2000038400 K 48023241349048000N  : BAE_EXPENSES_10,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£44.73,44.73,c,,1,2015-11
12/11/2015,bcc3beeb639d4e77b3c71a77490f3768,,FPI BAE SYSTEMS APPLIE 1001 2000038400 K 48023241349048000N  : BAE_EXPENSES_10,,,,,,Expenses:Other Expenses:DEBT_Closed:BAE Expenses Complete,BAE Expenses Complete,-£44.73,-44.73,n,,1,2015-11
13/11/2015,a8bb1b5d512145438b53b4121449357c,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£23.78,-23.78,c,,1,2015-11
13/11/2015,a8bb1b5d512145438b53b4121449357c,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£23.78,23.78,n,,1,2015-11
13/11/2015,7353fb22c5af45ebb36c95db4238ddc2,,DEB SAINSBURYS-OAKLEY CD 4119  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£37.23,-37.23,c,,1,2015-11
13/11/2015,7353fb22c5af45ebb36c95db4238ddc2,,DEB SAINSBURYS-OAKLEY CD 4119  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£37.23,37.23,n,,1,2015-11
13/11/2015,af93020bd24c4f9c92cf8d7b786a83a5,,DEB SAINSBURYS S/MKTS CD 4119  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£4.80,-4.8,c,,1,2015-11
13/11/2015,af93020bd24c4f9c92cf8d7b786a83a5,,DEB SAINSBURYS S/MKTS CD 4119  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£4.80,4.8,n,,1,2015-11
13/11/2015,cb0cbc29c758426e97ddfb634a96e906,,DEB TESCO STORES 5363 CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£2.95,-2.95,c,,1,2015-11
13/11/2015,cb0cbc29c758426e97ddfb634a96e906,,DEB TESCO STORES 5363 CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£2.95,2.95,n,,1,2015-11
16/11/2015,d71f76e6836d4aeba897b45ce0649b19,,"CPT LNK NISA LOCAL, BE CD 4119 16NOV15    Activites for Georgie: GEORGIE_ACTIVITIES",,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.00,-10,c,,1,2015-11
16/11/2015,d71f76e6836d4aeba897b45ce0649b19,,"CPT LNK NISA LOCAL, BE CD 4119 16NOV15    Activites for Georgie: GEORGIE_ACTIVITIES",,,,,,Expenses:Monthly Expenses:Kids Entertainment,Kids Entertainment,£10.00,10,n,,1,2015-11
16/11/2015,d25227c7f70745ee88ceec38c01e6502,,CPT LNK TESCO GLOUCEST CD 0916 16NOV15  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.00,-10,c,,1,2015-11
16/11/2015,d25227c7f70745ee88ceec38c01e6502,,CPT LNK TESCO GLOUCEST CD 0916 16NOV15  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£10.00,10,n,,1,2015-11
16/11/2015,d89cab7ac3dd435d821585e412878573,,DEB BOOKDEPOSITORY.COM CD 4119    Book for Georgies book exchange: GEORGIE_CONSUMER,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.85,-3.85,c,,1,2015-11
16/11/2015,d89cab7ac3dd435d821585e412878573,,DEB BOOKDEPOSITORY.COM CD 4119    Book for Georgies book exchange: GEORGIE_CONSUMER,,,,,,Expenses:Annual Expenses:Consumer Annual,Consumer Annual,£3.85,3.85,n,,1,2015-11
16/11/2015,3ca5190268f34a7681adc45bf3d9c3f9,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.90,-10.9,c,,1,2015-11
16/11/2015,3ca5190268f34a7681adc45bf3d9c3f9,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£10.90,10.9,n,,1,2015-11
16/11/2015,77e5c5dd327b4a9fbe31db6a4350c0e5,,DD CBC CTX DD 4405090  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£150.00,-150,c,,1,2015-11
16/11/2015,77e5c5dd327b4a9fbe31db6a4350c0e5,,DD CBC CTX DD 4405090  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Council Tax,Council Tax,£150.00,150,n,,1,2015-11
16/11/2015,432b4d620ea048de9317738796f8183c,,FPO MR RICHARD GRAY 200000000206706664 16NOV15 22:18  : BAE_EXPENSES_10,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£44.73,-44.73,c,,1,2015-11
16/11/2015,432b4d620ea048de9317738796f8183c,,FPO MR RICHARD GRAY 200000000206706664 16NOV15 22:18  : BAE_EXPENSES_10,,,,,,Expenses:Other Expenses:DEBT_Closed:BAE Expenses Complete,BAE Expenses Complete,£44.73,44.73,n,,1,2015-11
17/11/2015,8ec5b2a80f364327b4fc397acdd7e31c,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.99,-5.99,c,,1,2015-11
17/11/2015,8ec5b2a80f364327b4fc397acdd7e31c,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£5.99,5.99,n,,1,2015-11
19/11/2015,7764454b20464248ab6072580d55c638,,DEB TESCO STORES 2581 CD 4119  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.00,-5,c,,1,2015-11
19/11/2015,7764454b20464248ab6072580d55c638,,DEB TESCO STORES 2581 CD 4119  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£5.00,5,n,,1,2015-11
19/11/2015,f9a3856c4ae646bf89f5ae4cda4eb9f4,,DEB TESCO STORES 2581 CD 4119  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£31.63,-31.63,c,,1,2015-11
19/11/2015,f9a3856c4ae646bf89f5ae4cda4eb9f4,,DEB TESCO STORES 2581 CD 4119  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£31.63,31.63,n,,1,2015-11
20/11/2015,b975a95cdf93410c8c55e6aa5f72eff8,,DEB MYDENTIST CD 0916    Richs dentist checkup: ANNUAL_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£18.80,-18.8,c,,1,2015-11
20/11/2015,b975a95cdf93410c8c55e6aa5f72eff8,,DEB MYDENTIST CD 0916    Richs dentist checkup: ANNUAL_BILLS,,,,,,Expenses:Annual Expenses:Healthcare Expenses:Dental Care,Dental Care,£18.80,18.8,n,,1,2015-11
20/11/2015,cbb390f6ce864e398a05c656309cde1c,,FPI BAE SYSTEMS APPLIE DETICA 53030353016613000N  : SPLIT,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,"£2,113.91",2113.91,c,,1,2015-11
20/11/2015,cbb390f6ce864e398a05c656309cde1c,,FPI BAE SYSTEMS APPLIE DETICA 53030353016613000N  : SPLIT,,,,,,Liabilities:Loans:C2W_MTB,C2W_MTB,£56.66,56.66,n,,1,2015-11
20/11/2015,cbb390f6ce864e398a05c656309cde1c,,FPI BAE SYSTEMS APPLIE DETICA 53030353016613000N  : SPLIT,,,,,,Income:Monthly Income:Rich Salary,Rich Salary,"-£2,170.57",-2170.57,n,,1,2015-11
23/11/2015,78ca1cde7cc746b4af739359f03573ad,,BGC 844006913351-CHB : DEFAULT,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£82.80,82.8,c,,1,2015-11
23/11/2015,78ca1cde7cc746b4af739359f03573ad,,BGC 844006913351-CHB : DEFAULT,,,,,,Income:Monthly Income:Child Benefit,Child Benefit,-£82.80,-82.8,n,,1,2015-11
23/11/2015,445f24ec6be64ac8a8c25a9e85395ca9,,"CPT LNK NISA LOCAL, BE CD 0916 22NOV15    Money for forest of dean. Spent on this and other family things: LEISURE",,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£20.00,-20,c,,1,2015-11
23/11/2015,445f24ec6be64ac8a8c25a9e85395ca9,,"CPT LNK NISA LOCAL, BE CD 0916 22NOV15    Money for forest of dean. Spent on this and other family things: LEISURE",,,,,,Expenses:Monthly Expenses:Leisure,Leisure,£20.00,20,n,,1,2015-11
23/11/2015,2d59ef7ac35240db91d54b3070b73f0b,,"CPT LNK NISA LOCAL, BE CD 4119 22NOV15    Money taken out of for forest of dean. Spent on leisure: LEISURE",,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.00,-10,c,,1,2015-11
23/11/2015,2d59ef7ac35240db91d54b3070b73f0b,,"CPT LNK NISA LOCAL, BE CD 4119 22NOV15    Money taken out of for forest of dean. Spent on leisure: LEISURE",,,,,,Expenses:Monthly Expenses:Leisure,Leisure,£10.00,10,n,,1,2015-11
23/11/2015,7e3464d5430a4ab39712a6e8a6bd63ec,,DD NATIONWIDE B S 70846964141  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£734.22,-734.22,c,,1,2015-11
23/11/2015,7e3464d5430a4ab39712a6e8a6bd63ec,,DD NATIONWIDE B S 70846964141  : MONTHLY_BILLS,,,,,,Liabilities:Loans:Mortgage Loan,Mortgage Loan,£734.22,734.22,n,,1,2015-11
23/11/2015,c8ccf312ce5d419c9fbfab9a16a0b56e,,DEB JAMIES ITALIAN CD 0916  Mid week meal out: LEISURE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£30.00,-30,c,,1,2015-11
23/11/2015,c8ccf312ce5d419c9fbfab9a16a0b56e,,DEB JAMIES ITALIAN CD 0916  Mid week meal out: LEISURE,,,,,,Expenses:Monthly Expenses:Dining,Dining,£30.00,30,n,,1,2015-11
23/11/2015,c0bcd91642814ac9abac50e460f027b1,,DEB JS ONLINE GROCERY CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£112.40,-112.4,c,,1,2015-11
23/11/2015,c0bcd91642814ac9abac50e460f027b1,,DEB JS ONLINE GROCERY CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£112.40,112.4,n,,1,2015-11
23/11/2015,f1c36aeadea84156ac05a2c952d52c03,,DEB PEDALABIKEAWAY CD 0916    Trailer hire at Forest of Dean: LEISURE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.00,-10,c,,1,2015-11
23/11/2015,f1c36aeadea84156ac05a2c952d52c03,,DEB PEDALABIKEAWAY CD 0916    Trailer hire at Forest of Dean: LEISURE,,,,,,Expenses:Monthly Expenses:Leisure,Leisure,£10.00,10,n,,1,2015-11
23/11/2015,26179437e2564687ac1c6086d8eb0ad2,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£19.46,-19.46,c,,1,2015-11
23/11/2015,26179437e2564687ac1c6086d8eb0ad2,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£19.46,19.46,n,,1,2015-11
24/11/2015,8c624584064b4018b9f2e4b4e32db3e2,,DEB SHELL CROSSHANDS CD 0916  : FUEL,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£40.98,-40.98,c,,1,2015-11
24/11/2015,8c624584064b4018b9f2e4b4e32db3e2,,DEB SHELL CROSSHANDS CD 0916  : FUEL,,,,,,Expenses:Monthly Expenses:Petrol,Petrol,£40.98,40.98,n,,1,2015-11
25/11/2015,a7729d82196e4e6fa28ea9de47268666,,DD BRIGHT GREY 71504800027813541M  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£57.57,-57.57,c,,1,2015-11
25/11/2015,a7729d82196e4e6fa28ea9de47268666,,DD BRIGHT GREY 71504800027813541M  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Life Insurance,Life Insurance,£57.57,57.57,n,,1,2015-11
25/11/2015,602e58f56bf64d948972e579b4fc35d3,,DD GOOD ENERGY GAS GE236115G  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£41.00,-41,c,,1,2015-11
25/11/2015,602e58f56bf64d948972e579b4fc35d3,,DD GOOD ENERGY GAS GE236115G  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Electric and Gas,Electric and Gas,£41.00,41,n,,1,2015-11
25/11/2015,240a17b79c5c4ba9b5132e08bc9af66e,,DD GOOD ENERGY LTD GE236115E  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£34.00,-34,c,,1,2015-11
25/11/2015,240a17b79c5c4ba9b5132e08bc9af66e,,DD GOOD ENERGY LTD GE236115E  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Electric and Gas,Electric and Gas,£34.00,34,n,,1,2015-11
25/11/2015,fc2325317053419aac269314f461e9ea,,DD SEVERN TRENT WATER 952009464820153241  : ANNUAL_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£43.75,-43.75,c,,1,2015-11
25/11/2015,fc2325317053419aac269314f461e9ea,,DD SEVERN TRENT WATER 952009464820153241  : ANNUAL_BILLS,,,,,,Expenses:Monthly Expenses:Electric and Gas,Electric and Gas,£43.75,43.75,n,,1,2015-11
26/11/2015,6890a07fbe9341fda6f516c5d5cda14b,,DEB CO-OPERATIVE FOOD CD 4119  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.73,-3.73,c,,1,2015-11
26/11/2015,6890a07fbe9341fda6f516c5d5cda14b,,DEB CO-OPERATIVE FOOD CD 4119  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£3.73,3.73,n,,1,2015-11
26/11/2015,108561f12ada4b99bab8c3efc728f12d,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.70,-7.7,c,,1,2015-11
26/11/2015,108561f12ada4b99bab8c3efc728f12d,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£7.70,7.7,n,,1,2015-11
26/11/2015,d771186e399b4a98b1173c5f9affd543,,DD PNET2673298-1 PNET2673298-1  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£23.14,-23.14,c,,1,2015-11
26/11/2015,d771186e399b4a98b1173c5f9affd543,,DD PNET2673298-1 PNET2673298-1  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Phone and Internet,Phone and Internet,£23.14,23.14,n,,1,2015-11
30/11/2015,c676f045b5a844c38a2a272ce3212d66,,DEB GOOGLE *Google Pla CD 0916    American Sniper film: CONSUMER,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.99,-7.99,c,,1,2015-11
30/11/2015,c676f045b5a844c38a2a272ce3212d66,,DEB GOOGLE *Google Pla CD 0916    American Sniper film: CONSUMER,,,,,,Expenses:Annual Expenses:Consumer Annual,Consumer Annual,£7.99,7.99,n,,1,2015-11
30/11/2015,d5a664099a5948fca97f8ad252289482,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£19.77,-19.77,c,,1,2015-11
30/11/2015,d5a664099a5948fca97f8ad252289482,,DEB PW & CA JEFFRIES CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£19.77,19.77,n,,1,2015-11
30/11/2015,6424e2367bed40b1b7accedfaf2bf89a,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£26.17,-26.17,c,,1,2015-11
30/11/2015,6424e2367bed40b1b7accedfaf2bf89a,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£26.17,26.17,n,,1,2015-11
30/11/2015,52e433f42cc146bf8b6577e5005013b1,,FPO COTTESWOLD DAIRY L 100000000169102157 30NOV15 21:35  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£25.56,-25.56,c,,1,2015-11
30/11/2015,52e433f42cc146bf8b6577e5005013b1,,FPO COTTESWOLD DAIRY L 100000000169102157 30NOV15 21:35  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£25.56,25.56,n,,1,2015-11
01/12/2015,da65809ff1c3447a8f89d544c82d1a49,,"DEB ASDA STORES 4415 CD 4119    Presents for family babies Dora, Enfys, Sebbe, Oscar: GIFTS",,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£22.05,-22.05,c,,1,2015-12
01/12/2015,da65809ff1c3447a8f89d544c82d1a49,,"DEB ASDA STORES 4415 CD 4119    Presents for family babies Dora, Enfys, Sebbe, Oscar: GIFTS",,,,,,Expenses:Annual Expenses:Gifts:Xmas Gifts,Xmas Gifts,£22.05,22.05,n,,1,2015-12
01/12/2015,31fed8cf4e1f47109e129a52cbb6974d,,DEB BOOKDEPOSITORY.COM CD 0916    Book exchange: GIFTS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.51,-3.51,c,,1,2015-12
01/12/2015,31fed8cf4e1f47109e129a52cbb6974d,,DEB BOOKDEPOSITORY.COM CD 0916    Book exchange: GIFTS,,,,,,Expenses:Annual Expenses:Gifts:Xmas Gifts,Xmas Gifts,£3.51,3.51,n,,1,2015-12
01/12/2015,bca18677d4344dee973341ae63dd027d,, INTEREST (NET)  : DEFAULT,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£0.84,0.84,c,,1,2015-12
01/12/2015,bca18677d4344dee973341ae63dd027d,, INTEREST (NET)  : DEFAULT,,,,,,Income:Monthly Income:Checking Interest,Checking Interest,-£0.84,-0.84,n,,1,2015-12
01/12/2015,9e17584052d0484b80fd4d4f3368231b,,DEB CHEDWORTH FARM SHO CD 0916    Sack of potatoes and ice cream: FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£11.10,-11.1,c,,1,2015-12
01/12/2015,9e17584052d0484b80fd4d4f3368231b,,DEB CHEDWORTH FARM SHO CD 0916    Sack of potatoes and ice cream: FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£11.10,11.1,n,,1,2015-12
01/12/2015,40e81d05021a422e84972c24924b90b5,,FEE ACCOUNT FEE  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£17.00,-17,c,,1,2015-12
01/12/2015,40e81d05021a422e84972c24924b90b5,,FEE ACCOUNT FEE  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Bank Service Charge,Bank Service Charge,£17.00,17,n,,1,2015-12
01/12/2015,4a98e6860e0843e5869d4e9ccd93fc1e,,Budget:RICH_TRANSFER,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£26.60,-26.6,n,,1,2015-12
01/12/2015,4a98e6860e0843e5869d4e9ccd93fc1e,,Budget:RICH_TRANSFER,,,,,,Assets:Current Account:Rich Sudo Account,Rich Sudo Account,£26.60,26.6,c,,1,2015-12
02/12/2015,f0d5bdf09f2e41969cbea3097902f3c2,,DEB TESCO STORES 5363 CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£7.20,-7.2,c,,1,2015-12
02/12/2015,f0d5bdf09f2e41969cbea3097902f3c2,,DEB TESCO STORES 5363 CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£7.20,7.2,n,,1,2015-12
02/12/2015,d6e73eb787bf4c8bbce4b1cafaf14dff,,DEP CLUB LLOYDS WAIVED  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£5.00,5,c,,1,2015-12
02/12/2015,d6e73eb787bf4c8bbce4b1cafaf14dff,,DEP CLUB LLOYDS WAIVED  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Bank Service Charge,Bank Service Charge,-£5.00,-5,n,,1,2015-12
02/12/2015,f8bd969219aa430497bbdaca165f5ba6,,FPI HANNAH GRAY HANNNAH 00151471632BBDCFBJ     Money from Hannah for rent etc.: HANNAH_STAY_2015,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,£203.63,203.63,c,,1,2015-12
02/12/2015,f8bd969219aa430497bbdaca165f5ba6,,FPI HANNAH GRAY HANNNAH 00151471632BBDCFBJ     Money from Hannah for rent etc.: HANNAH_STAY_2015,,,,,,Income:Other Income:Hannah Stay 2015,Hannah Stay 2015,-£203.63,-203.63,n,,1,2015-12
02/12/2015,5c20a2520a674c448053a80e90613b8b,,PAY CLUB LLOYDS FEE  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.00,-5,c,,1,2015-12
02/12/2015,5c20a2520a674c448053a80e90613b8b,,PAY CLUB LLOYDS FEE  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Bank Service Charge,Bank Service Charge,£5.00,5,n,,1,2015-12
03/12/2015,8a8d45dacd984fa2aae93c91a3f1768a,,CPT LNK GLOC QUAYS 2 CD 4119 03DEC15  : GEORGIE_ACTIVITIES,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.00,-10,c,,1,2015-12
03/12/2015,8a8d45dacd984fa2aae93c91a3f1768a,,CPT LNK GLOC QUAYS 2 CD 4119 03DEC15  : GEORGIE_ACTIVITIES,,,,,,Expenses:Monthly Expenses:Kids Entertainment,Kids Entertainment,£10.00,10,n,,1,2015-12
03/12/2015,de5ecc2ff82042b7a8a233f7731cfd94,,DEB CO-OPERATIVE FOOD CD 4119  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£5.02,-5.02,c,,1,2015-12
03/12/2015,de5ecc2ff82042b7a8a233f7731cfd94,,DEB CO-OPERATIVE FOOD CD 4119  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£5.02,5.02,n,,1,2015-12
03/12/2015,0b4cfc4804a5439288e9e139c75e883d,,DEB JS ONLINE GROCERY CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£102.24,-102.24,c,,1,2015-12
03/12/2015,0b4cfc4804a5439288e9e139c75e883d,,DEB JS ONLINE GROCERY CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£102.24,102.24,n,,1,2015-12
03/12/2015,41e590f66e944bf997b12e2f727586b0,,DEB TESCO STORES 5363 CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£3.50,-3.5,c,,1,2015-12
03/12/2015,41e590f66e944bf997b12e2f727586b0,,DEB TESCO STORES 5363 CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£3.50,3.5,n,,1,2015-12
04/12/2015,f2d53beba6f5473aa66c827a1c4191de,,DD H3G 963645976101021215  : MONTHLY_BILLS,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£10.34,-10.34,c,,1,2015-12
04/12/2015,f2d53beba6f5473aa66c827a1c4191de,,DD H3G 963645976101021215  : MONTHLY_BILLS,,,,,,Expenses:Monthly Expenses:Phone and Internet,Phone and Internet,£10.34,10.34,n,,1,2015-12
07/12/2015,963e045b587a4ecaa1aa494126bbe6bf,,DEB LANGTON CD 0916    Christmas meal with NTC group: LEISURE,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£40.00,-40,c,,1,2015-12
07/12/2015,963e045b587a4ecaa1aa494126bbe6bf,,DEB LANGTON CD 0916    Christmas meal with NTC group: LEISURE,,,,,,Expenses:Monthly Expenses:Dining,Dining,£40.00,40,n,,1,2015-12
07/12/2015,09a0ec3ef35b455f83b85d68b90a96aa,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£2.65,-2.65,c,,1,2015-12
07/12/2015,09a0ec3ef35b455f83b85d68b90a96aa,,DEB SAINSBURYS S/MKTS CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£2.65,2.65,n,,1,2015-12
07/12/2015,9db295e4723d4e018ab2b3b36fe83fec,,DEB SCREWFIX DIRECT CD 0916    Tape measure and scraper blades: CONSUMER,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£11.98,-11.98,c,,1,2015-12
07/12/2015,9db295e4723d4e018ab2b3b36fe83fec,,DEB SCREWFIX DIRECT CD 0916    Tape measure and scraper blades: CONSUMER,,,,,,Expenses:Annual Expenses:Consumer Annual,Consumer Annual,£11.98,11.98,n,,1,2015-12
07/12/2015,718168c1eb48431590cc63913e7ae18c,,DEB TESCO STORES 5363 CD 0916  : FOOD,,CURRENCY::GBP,,,,Assets:Current Account:Monthly,Monthly,-£6.00,-6,c,,1,2015-12
07/12/2015,718168c1eb48431590cc63913e7ae18c,,DEB TESCO STORES 5363 CD 0916  : FOOD,,,,,,Expenses:Monthly Expenses:Food,Food,£6.00,6,n,,1,2015-12
